Bus Stop Name,Bus Stop ID,Service Provider ID,Service Provider Name,Latitude,Longitude,Route ID,Route Name,Updated Date
TAMAN IMPIAN PUTRA,1006942,20,Rapid KL,2.894693,101.774376,S1060,KTM Bangi ~ Bandar Bukit Mahkota,2/2/2021
APARTMENT MINANG RIA,1006757,20,Rapid KL,3.056474,101.757437,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
APARTMENT NETIZEN,1003179,20,Rapid KL,3.049629,101.772007,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
APARTMENT NETIZEN (OPP),1003180,20,Rapid KL,3.049836859,101.7721219,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
APARTMENT WAJA,1006724,20,Rapid KL,3.057335,101.757667,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
KJ332 PANGSAPURI SUAKASIH (OPP),1007183,20,Rapid KL,3.037933,101.758468,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
KJ334 AEON CHERAS SELATAN,1006754,20,Rapid KL,3.033446,101.762818,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
MRT BTHO,1007176,20,Rapid KL,3.04907,101.774434,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
PANGSAPURI PAHLAWAN,1006723,20,Rapid KL,3.060106,101.757615,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
PANGSAPURI SERI MURNI,1008005,20,Rapid KL,3.060348,101.757403,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
PANGSAPURI SUAKASIH,1006999,20,Rapid KL,3.03778,101.758212,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
PANGSAPURI WIRA,1008007,20,Rapid KL,3.063197,101.758677,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
PERUMAHAN SUADAMAI,1007182,20,Rapid KL,3.049777,101.754912,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
PERUMAHAN SUADAMAI,1008000,20,Rapid KL,3.04998,101.754825,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
PETRONAS BTHO 2,1008004,20,Rapid KL,3.054724,101.757973,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
PETRONAS BTHO 2 (OPP),1007180,20,Rapid KL,3.054613,101.757834,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
PETRONAS CHERAS PERDANA,1002468,20,Rapid KL,3.047227,101.76835,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
PETRONAS CHERAS PERDANA (OPP),1002469,20,Rapid KL,3.047857,101.768725,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
PUSAT KOMERSIAL C180,1000184,20,Rapid KL,3.034846,101.766009,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
SK BTHO 2,1008001,20,Rapid KL,3.052803,101.754999,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
SK BTHO 2 (OPP),1007181,20,Rapid KL,3.052596,101.755077,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
SMK BTHO 2,1008002,20,Rapid KL,3.054078,101.755786,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
SMK BTHO 2 (OPP),1008003,20,Rapid KL,3.053884,101.755724,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
SMK CHERAS PERDANA,1003374,20,Rapid KL,3.044012,101.766291,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
SMK CHERAS PERDANA (OPP),1006997,20,Rapid KL,3.043947,101.766412,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
SRA TAMAN TUN PERAK (OPP),1008006,20,Rapid KL,3.062087,101.758338,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
TAMAN CHERAS PERDANA FASA 2,1002213,20,Rapid KL,3.046260197,101.7679759,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
TAMAN CHERAS PERDANA FASA 3,1006998,20,Rapid KL,3.041742,101.765086,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
TAMAN CHERAS PERDANA FASA 4,1002212,20,Rapid KL,3.046373,101.767875,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
TAMAN CHERAS PERDANA FASA 5,1003590,20,Rapid KL,3.041968,101.765046,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
TAMAN CHERAS PERDANA FASA 6,1003022,20,Rapid KL,3.039110363,101.7632916,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
TAMAN CHERAS PERDANA FASA 7,1006755,20,Rapid KL,3.037232,101.762309,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
TAMAN MEGAH 2,1003007,20,Rapid KL,3.049878,101.769909,S1070,MRT BTHO ~ Taman Tun Perak,2/2/2021
BALAI BOMBA SERDANG,1008015,20,Rapid KL,3.020611,101.709107,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
DEWAN SERI KEMBANGAN,1002634,20,Rapid KL,3.022131,101.705774,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
FAKULTI BAHASA DAN KOMUNIKASI,1000279,20,Rapid KL,2.999981,101.714848,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
FAKULTI PERUBATAN (OPP),1000658,20,Rapid KL,2.975437762,101.7154937,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
HOSPITAL SERDANG (OPP),1000932,20,Rapid KL,2.974980168,101.7187434,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
KL172 RUMAH SEJAHTERA SERI KEMBANGAN,1001260,20,Rapid KL,3.01947,101.703785,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
KLINIK 1 MALAYSIA SRI SERDANG,1002363,20,Rapid KL,3.006056,101.716218,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
KLINIK 1 MALAYSIA SRI SERDANG (OPP),1002305,20,Rapid KL,3.006154,101.716481,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
KOMERSIAL SRI SERDANG,1001371,20,Rapid KL,3.00502807,101.7172014,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
KOMERSIAL SRI SERDANG,1003710,20,Rapid KL,3.005195,101.717365,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
KOMERSIAL TAMAN SRI SERDANG,1001971,20,Rapid KL,3.007623,101.712293,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
KOMPLEKS AKADEMIK A,1001617,20,Rapid KL,3.000209,101.715242,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
KOPERASI UPM,1001265,20,Rapid KL,2.998675,101.707777,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
KTM KOMUTER SERDANG,1001690,20,Rapid KL,3.022872597,101.7164582,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
MARDI,1001864,20,Rapid KL,2.992278122,101.7039531,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
MARDI (OPP),1008019,20,Rapid KL,2.992081,101.704305,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
MASJID SOLIHIN SERDANG JAYA,1001367,20,Rapid KL,3.011845,101.706508,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
MASJID SOLIHIN SERDANG JAYA (OPP),1008021,20,Rapid KL,3.011735,101.706621,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
MASJID UPM,1001956,20,Rapid KL,3.001534,101.71823,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
MASJID UPM (OPP),1001942,20,Rapid KL,3.001702,101.718488,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
MEDAN SELERA SERDANG JAYA,1000841,20,Rapid KL,3.011324,101.709152,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
MEDAN SELERA SERDANG JAYA (OPP),1000842,20,Rapid KL,3.011239,101.709235,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
PASAR SERI KEMBANGAN,1002256,20,Rapid KL,3.023464482,101.7068483,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
PERUMAHAN SERDANG JAYA,1002963,20,Rapid KL,3.01043,101.70748,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
PERUMAHAN SERDANG JAYA,1008020,20,Rapid KL,3.01056,101.707809,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
PERUMAHAN TAMAN SERDANG JAYA,1001261,20,Rapid KL,3.015218,101.706515,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
PERUMAHAN TAMAN SERDANG JAYA,1001347,20,Rapid KL,3.015571,101.706794,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
PERUMAHAN TAMAN SRI SERDANG,1001972,20,Rapid KL,3.007934766,101.71217,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
PINTU 16 UPM,1001266,20,Rapid KL,2.998561,101.707637,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SJ101 SOUTH CITY PLAZA,1008022,20,Rapid KL,3.027393,101.710229,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SJ106 SOUTH CITY PLAZA (OPP),1000420,20,Rapid KL,3.027164,101.710348,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SJ107 KLINIK KERAJAAN SERI KEMBANGAN,1001547,20,Rapid KL,3.02785,101.711256,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SJ109 BALAI POLIS SERI KEMBANGAN,1006261,20,Rapid KL,3.024048,101.708811,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SJ175 KLINIK KERAJAAN SERI KEMBANGAN (OPP),1001541,20,Rapid KL,3.028255422,101.7114269,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SJ178 RUMAH SEJAHTERA SERI KEMBANGAN,1008023,20,Rapid KL,3.019323,101.703885,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SJ595 KTM KOMUTER SERDANG (OPP),1001689,20,Rapid KL,3.024101963,101.7162185,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SJKC SERDANG BARU 2,1003275,20,Rapid KL,3.012652,101.709812,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SJKC SERDANG BARU 2 (OPP),1003276,20,Rapid KL,3.01287,101.710009,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SMK SERI SERDANG,1003401,20,Rapid KL,3.006724,101.715108,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SMK SERI SERDANG (OPP),1003402,20,Rapid KL,3.006622,101.715244,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
SPG KE JLN 3/1,1000501,20,Rapid KL,3.018239,101.706163,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
TAMAN KEMBANG SARI,1006262,20,Rapid KL,3.019646,101.706902,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
TAMAN SERDANG JAYA,1008018,20,Rapid KL,3.01814,101.70552,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
THE MINES,1003922,20,Rapid KL,3.027064,101.718933,S1080,KTM Serdang ~ Hospital Serdang,2/2/2021
DEWAN TAMAN KANCHING,1006969,20,Rapid KL,3.303357,101.59175,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
GIANT RAWANG,1006995,20,Rapid KL,3.322407,101.575577,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
KTM RAWANG,1006993,20,Rapid KL,3.319723,101.575256,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
KTM RAWANG (OPP),1006994,20,Rapid KL,3.31984,101.575611,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
PANGSAPURI BERINGIN,1006981,20,Rapid KL,3.302282,101.582953,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
PANGSAPURI BERINGN (OPP),1006982,20,Rapid KL,3.30203,101.582813,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
PANGSAPURI TAMAN TUN TEJA,1006975,20,Rapid KL,3.296852,101.592808,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
PANGSAPURI TAMAN TUN TEJA (OPP),1006974,20,Rapid KL,3.297112,101.592762,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
SAM RAWANG,1006970,20,Rapid KL,3.30249,101.591562,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
SAM RAWANG (OPP),1006971,20,Rapid KL,3.302364,101.591669,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
SHELL RAWANG,1006991,20,Rapid KL,3.312237,101.580761,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
SHELL RAWANG (OPP),1006992,20,Rapid KL,3.312954,101.580312,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
SK TUN TEJA,1006978,20,Rapid KL,3.303294,101.589414,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
SK TUN TEJA (OPP),1006977,20,Rapid KL,3.303047,101.5897,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
SRA AL-HIDAYAH,1006976,20,Rapid KL,3.295118,101.592139,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
SRJKC SAN YUK RAWANG,1006990,20,Rapid KL,3.310477,101.582914,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
SRJKC SAN YUK RAWANG (OPP),1006989,20,Rapid KL,3.310495,101.582538,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
SURAU AL-RADHIYAH,1006984,20,Rapid KL,3.301884,101.581372,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
SURAU AL-RADHIYAH (OPP),1006983,20,Rapid KL,3.301714,101.58152,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
TAMAN BERSATU,1006985,20,Rapid KL,3.305181,101.580505,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
TAMAN BERSATU,1006986,20,Rapid KL,3.305284,101.580808,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
TAMAN BERSATU FASA 4,1006987,20,Rapid KL,3.307201,101.582609,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
TAMAN BERSATU FASA 4,1006988,20,Rapid KL,3.307348,101.582972,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
TAMAN MAWAR,1006972,20,Rapid KL,3.299724,101.590343,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
TAMAN MAWAR,1006973,20,Rapid KL,3.29979,101.590504,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
TAMAN MUHIBBAH,1006979,20,Rapid KL,3.303312,101.587035,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
TAMAN MUHIBBAH,1006980,20,Rapid KL,3.303433,101.587324,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
TERMINAL BAS RAWANG,1006996,20,Rapid KL,3.318676,101.578026,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
TESCO RAWANG,1006966,20,Rapid KL,3.302417,101.596916,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
THE LEVERAGE HOTEL,1006967,20,Rapid KL,3.304183,101.595258,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
THE LEVERAGE HOTEL (OPP),1006968,20,Rapid KL,3.304257,101.595447,S1090,KTM Rawang ~Taman Setia Jaya,2/2/2021
AJ155 SMK PANDAN MEWAH,1003220,20,Rapid KL,3.125219,101.762831,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ156 HOSPITAL AMPANG,1008069,20,Rapid KL,3.12755,101.762898,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ157 PANDAN MEWAH HEIGHTS,1001651,20,Rapid KL,3.130923,101.762139,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ158 FLAT 610,1000992,20,Rapid KL,3.130479,101.760369,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ159 SURAU MADRASATUL SOFWA,1003749,20,Rapid KL,3.129884167,101.7589606,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ160 APARTMENT BUNGA RAYA,1000610,20,Rapid KL,3.129247333,101.757267,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ161 MENARA MPAJ,1002238,20,Rapid KL,3.128996,101.753841,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ168 TAMAN KENCANA (UTARA),1006901,20,Rapid KL,3.120468,101.75124,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ169 SMK PANDAN INDAH (OPP),1003350,20,Rapid KL,3.122488,101.751166,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ230 TAMAN MUDA BARAT,1002044,20,Rapid KL,3.119856,101.756687,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ231 TMN MUDA (TIMUR),1001177,20,Rapid KL,3.119988964,101.7591467,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ237 SK TAMAN MUDA,1003326,20,Rapid KL,3.12050835,101.7554294,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ269 TAMAN MAJU JAYA,1001334,20,Rapid KL,3.130447974,101.7429802,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ270 CHERAS INDAH NIGHT MARKET,1002794,20,Rapid KL,3.128708,101.742922,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ271 TAMAN CHERAS INDAH,1003776,20,Rapid KL,3.124393,101.742457,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ272 PANDAN PERDANA (TIMUR),1000009,20,Rapid KL,3.12019,101.743645,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ273 SK PANDAN PERDANA,1003125,20,Rapid KL,3.115781,101.741784,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ275 PANDAN PERDANA (SELATAN),1003537,20,Rapid KL,3.114246579,101.7410574,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ276 PANDAN HEIGHT,1002241,20,Rapid KL,3.112722443,101.7386335,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ277 PANDAN VISTA,1002245,20,Rapid KL,3.115183,101.73894,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ278 PANDAN PERDANA DELUXE,1002242,20,Rapid KL,3.116378,101.73961,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ279 PANDAN PERDANA (BARAT),1002247,20,Rapid KL,3.119833,101.741585,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ331 TAMAN KENCANA (BARAT),1003057,20,Rapid KL,3.119608,101.748577,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ332 TAMAN KENCANA (TIMUR),1003990,20,Rapid KL,3.11964,101.750297,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ337 APT PANDAN MEWAH,1001647,20,Rapid KL,3.129072705,101.7629617,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
AJ470 PERDANA VILLA,1002410,20,Rapid KL,3.118058,101.740585,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
FLAT LEMBAH MAJU,1006897,20,Rapid KL,3.125075,101.754399,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
KOMERSIAL PANDAN INDAH,1008088,20,Rapid KL,3.133105,101.751201,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
KOMERSIAL PANDAN PERDANA,1008087,20,Rapid KL,3.113322,101.744488,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
KOMERSIAL TAMAN MUDA,1001755,20,Rapid KL,3.121373,101.760082,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
MIDPOINT COMPLEX,1006895,20,Rapid KL,3.132195,101.752709,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
PLAZA PANDAN,1008085,20,Rapid KL,3.119839,101.742327,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
SK PANDAN INDAH,1006899,20,Rapid KL,3.125054,101.752056,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
STADIUM MPAJ,1008086,20,Rapid KL,3.114366,101.741958,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
TAMAN LEMBAH MAJU (OPP),1003825,20,Rapid KL,3.123595,101.755247,S1140,Pandan Perdana ~ Hospital Ampang,2/2/2021
BANGUNAN SULTAN HISAMUDIN BANGI,1006198,20,Rapid KL,2.956183,101.757687,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
DATARAN PUTRA/MASJID PUTRA,1000525,20,Rapid KL,2.933584407,101.6906281,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
GARDEN/LANDSCAPE,1000824,20,Rapid KL,2.930415902,101.7766787,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
ILKAP,1000993,20,Rapid KL,2.933771711,101.7730308,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
ILKAP,1006080,20,Rapid KL,2.93398,101.772389,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KEMENTERIAN ASAS TANI,1001399,20,Rapid KL,2.914864148,101.6838994,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KEMENTERIAN KESIHATAN (BARAT),1008152,20,Rapid KL,2.944784,101.708041,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KEMENTERIAN LATIHAN KKM,1004258,20,Rapid KL,2.916087,101.684336,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ211 KG SG TANGKAS,1001468,20,Rapid KL,2.950127103,101.787887,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ212 TAMAN INDUSTRI SG TANGKAS,1002815,20,Rapid KL,2.945369,101.785709,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ215 UKM GOLF CLUB,1002793,20,Rapid KL,2.939284,101.785734,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ457 DEWAN CHANSELOR UKM,1002550,20,Rapid KL,2.930562,101.777686,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ458 UKM GOLF (OPP),1001359,20,Rapid KL,2.93986,101.785567,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ460 KG SG TANGKAS,1001467,20,Rapid KL,2.950485089,101.7877782,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ471 TERMINAL KAJANG,1003903,20,Rapid KL,2.95700425,101.7917194,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ513 BANDAR BARU BANGI SEKSYEN 2 (SELATAN),1008154,20,Rapid KL,2.939188,101.768608,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ514 APT SRI CEMPAKA,1006190,20,Rapid KL,2.941284,101.767344,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ516 BANDAR BARU BANGI SEKSYEN 2 (UTARA),1006091,20,Rapid KL,2.944499,101.765586,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ519 APT SRI CEMPAKA,1008153,20,Rapid KL,2.941203,101.767719,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ520 BANDAR BARU BANGI SEKSYEN 2 (SELATAN),1006062,20,Rapid KL,2.938104,101.769635,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ534 PERPUSTAKAAN DAERAH HL,1006197,20,Rapid KL,2.956349,101.757164,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ727 PANGGUNG SENI UKM,1002354,20,Rapid KL,2.932136521,101.7788002,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ873 AMBANK ISLAMIC BANGI,1006184,20,Rapid KL,2.961288,101.75184,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
KJ874 HOSPITAL PAKAR AN NUR,1006185,20,Rapid KL,2.959709,101.75379,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
MAHKAMAH SYARIAH BANGI,1006086,20,Rapid KL,2.95919,101.75429,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
MASJID PUTRA,1001941,20,Rapid KL,2.933933698,101.6905126,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PERBANDARAN PUTRAJAYA,1002405,20,Rapid KL,2.918584568,101.6851444,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PERS UNIVERSITI ELCAP,1002437,20,Rapid KL,2.931942472,101.7789081,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PETRONAS SEKSYEN 16,1006191,20,Rapid KL,2.944432,101.765292,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PETRONAS SEKSYEN 9 BANGI,1006087,20,Rapid KL,2.96132,101.75156,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PINTU MASUK UKM,1002546,20,Rapid KL,2.936570369,101.7837498,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ186 TAMAN PUTRA PERDANA (TIMUR),1000315,20,Rapid KL,2.94746053,101.7036329,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ187 PARCEL E,1002253,20,Rapid KL,2.943843242,101.7051905,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ188 DATARAN PAHLAWAN PUTRAJAYA,1001027,20,Rapid KL,2.939182124,101.7017218,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ33 KEMENTERIAN KLBW (BARAT),1006102,20,Rapid KL,2.904745,101.681023,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ34 DATARAN GEMILANG,1008151,20,Rapid KL,2.903409,101.681191,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ376 GALERIA JPJ,1008149,20,Rapid KL,2.912712,101.683783,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ44 JPN,1002397,20,Rapid KL,2.920440037,101.6857814,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ45 PINJAMAN PERUMAHAN (OPP),1002542,20,Rapid KL,2.922938383,101.6866351,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ46 PERBENDAHARAAN 2 (OPP),1002406,20,Rapid KL,2.925029908,101.6873694,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ47 KEMENTERIAN KEWANGAN (OPP),1002051,20,Rapid KL,2.927310219,101.6880947,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ49 KEMENTERIAN KEWANGAN,1001224,20,Rapid KL,2.927400152,101.6887188,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ50 PERBENDAHARAAN 2,1002407,20,Rapid KL,2.925323199,101.6879067,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ51 PINJAMAN PERUMAHAN,1002543,20,Rapid KL,2.923214911,101.6872259,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ52 MENARA USAHAWAN,1001681,20,Rapid KL,2.920924933,101.6863374,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ53 ISTANA KEHAKIMAN,1001624,20,Rapid KL,2.918360269,101.6855931,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ54 PERBANDARAN PUTRAJAYA,1002438,20,Rapid KL,2.916489,101.684958,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ55 KEMENTERIAN BELIA & SUKAN,1004257,20,Rapid KL,2.914148,101.68425,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
PPJ56 MOTOCROSS CIRCUIT (TIMUR),1008150,20,Rapid KL,2.909689,101.682725,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
REST UMI (OPP),1002814,20,Rapid KL,2.945746845,101.7855333,S1170,Terminal Kajang~Dataran Gemilang,2/2/2021
